"risk_free_rate","date","market_excess","portfolio","average_return"
0.39,01/03/1967,3.99,"ME1BM1",7.1692
0.32,01/04/1967,3.89,"ME1BM1",6.7813
0.33,01/05/1967,-4.33,"ME1BM1",0.2259
0.27,01/06/1967,2.41,"ME1BM1",15.7613
0.31,01/07/1967,4.58,"ME1BM1",9.3213
0.31,01/08/1967,-0.89,"ME1BM1",-0.7086
0.32,01/09/1967,3.11,"ME1BM1",11.7646
0.39,01/10/1967,-3.09,"ME1BM1",1.8018
0.36,01/11/1967,0.37,"ME1BM1",-1.0996
0.33,01/12/1967,3.05,"ME1BM1",13.1287
0.4,01/01/1968,-4.06,"ME1BM1",3.1407
0.39,01/02/1968,-3.75,"ME1BM1",-10.1
0.38,01/03/1968,0.2,"ME1BM1",-1.5197
0.43,01/04/1968,9.05,"ME1BM1",21.5666
0.45,01/05/1968,2.28,"ME1BM1",10.7482
0.43,01/06/1968,0.69,"ME1BM1",-1.084
0.48,01/07/1968,-2.72,"ME1BM1",-4.8989
0.42,01/08/1968,1.34,"ME1BM1",4.5358
0.43,01/09/1968,4.03,"ME1BM1",7.1571
0.44,01/10/1968,0.42,"ME1BM1",-2.0509
0.42,01/11/1968,5.43,"ME1BM1",6.7527
0.43,01/12/1968,-3.94,"ME1BM1",4.0713
0.53,01/01/1969,-1.25,"ME1BM1",-0.5288
0.46,01/02/1969,-5.84,"ME1BM1",-12.3778
0.46,01/03/1969,2.64,"ME1BM1",3.1292
0.53,01/04/1969,1.46,"ME1BM1",1.0512
0.48,01/05/1969,-0.1,"ME1BM1",1.0264
0.51,01/06/1969,-7.18,"ME1BM1",-14.6433
0.53,01/07/1969,-7,"ME1BM1",-13.0063
0.5,01/08/1969,4.68,"ME1BM1",5.1399
0.62,01/09/1969,-2.98,"ME1BM1",-2.9782
0.6,01/10/1969,5.06,"ME1BM1",14.1142
0.52,01/11/1969,-3.79,"ME1BM1",-8.4394
0.64,01/12/1969,-2.63,"ME1BM1",-8.2157
0.6,01/01/1970,-8.1,"ME1BM1",-4.7797
0.62,01/02/1970,5.13,"ME1BM1",2.2393
0.57,01/03/1970,-1.06,"ME1BM1",-6.5177
0.5,01/04/1970,-11,"ME1BM1",-24.1392
0.53,01/05/1970,-6.92,"ME1BM1",-10.2004
0.58,01/06/1970,-5.79,"ME1BM1",-12.1313
0.52,01/07/1970,6.93,"ME1BM1",4.8193
0.53,01/08/1970,4.49,"ME1BM1",5.6018
0.54,01/09/1970,4.18,"ME1BM1",22.1533
0.46,01/10/1970,-2.28,"ME1BM1",-11.1332
0.46,01/11/1970,4.6,"ME1BM1",-4.7154
0.42,01/12/1970,5.72,"ME1BM1",6.9806
0.38,01/01/1971,4.84,"ME1BM1",15.265
0.33,01/02/1971,1.41,"ME1BM1",8.0016
0.3,01/03/1971,4.13,"ME1BM1",8.3387
0.28,01/04/1971,3.15,"ME1BM1",0.7751
0.29,01/05/1971,-3.98,"ME1BM1",-6.6005
0.37,01/06/1971,-0.1,"ME1BM1",-0.422
0.4,01/07/1971,-4.5,"ME1BM1",-8.6193
0.47,01/08/1971,3.79,"ME1BM1",3.2904
0.37,01/09/1971,-0.85,"ME1BM1",1.2092
0.37,01/10/1971,-4.42,"ME1BM1",-7.859
0.37,01/11/1971,-0.46,"ME1BM1",-3.2672
0.37,01/12/1971,8.71,"ME1BM1",14.4857
0.29,01/01/1972,2.49,"ME1BM1",13.2243
0.25,01/02/1972,2.87,"ME1BM1",3.0288
0.27,01/03/1972,0.63,"ME1BM1",2.9574
0.29,01/04/1972,0.29,"ME1BM1",-1.2312
0.3,01/05/1972,1.25,"ME1BM1",-1.574
0.29,01/06/1972,-2.43,"ME1BM1",-4.2146
0.31,01/07/1972,-0.8,"ME1BM1",-7.1083
0.29,01/08/1972,3.26,"ME1BM1",-1.6386
0.34,01/09/1972,-1.14,"ME1BM1",-4.9184
0.4,01/10/1972,0.52,"ME1BM1",-3.2705
0.37,01/11/1972,4.6,"ME1BM1",-0.4577
0.37,01/12/1972,0.62,"ME1BM1",-1.9083
0.44,01/01/1973,-3.29,"ME1BM1",-8.095
0.41,01/02/1973,-4.85,"ME1BM1",-13.9399
0.46,01/03/1973,-1.3,"ME1BM1",-6.7903
0.52,01/04/1973,-5.68,"ME1BM1",-11.773
0.51,01/05/1973,-2.94,"ME1BM1",-11.06
0.51,01/06/1973,-1.56,"ME1BM1",-4.8488
0.64,01/07/1973,5.05,"ME1BM1",18.8909
0.7,01/08/1973,-3.82,"ME1BM1",-5.4962
0.68,01/09/1973,4.75,"ME1BM1",11.9054
0.65,01/10/1973,-0.83,"ME1BM1",-2.8121
0.56,01/11/1973,-12.75,"ME1BM1",-24.9512
0.64,01/12/1973,0.61,"ME1BM1",-3.7318
0.63,01/01/1974,-0.17,"ME1BM1",10.2564
0.58,01/02/1974,-0.47,"ME1BM1",-0.4327
0.56,01/03/1974,-2.81,"ME1BM1",0.2547
0.75,01/04/1974,-5.29,"ME1BM1",-4.6938
0.75,01/05/1974,-4.68,"ME1BM1",-8.148
0.6,01/06/1974,-2.83,"ME1BM1",-3.6129
0.7,01/07/1974,-8.05,"ME1BM1",-8.5454
0.6,01/08/1974,-9.35,"ME1BM1",-9.234
0.81,01/09/1974,-11.77,"ME1BM1",-13.4594
0.51,01/10/1974,16.1,"ME1BM1",16.9599
0.54,01/11/1974,-4.51,"ME1BM1",-6.0604
0.7,01/12/1974,-3.45,"ME1BM1",-7.1541
0.58,01/01/1975,13.66,"ME1BM1",25.4632
0.43,01/02/1975,5.56,"ME1BM1",7.7487
0.41,01/03/1975,2.66,"ME1BM1",8.9585
0.44,01/04/1975,4.23,"ME1BM1",7.1195
0.44,01/05/1975,5.19,"ME1BM1",11.6555
0.41,01/06/1975,4.83,"ME1BM1",5.7412
0.48,01/07/1975,-6.59,"ME1BM1",-1.5081
0.48,01/08/1975,-2.85,"ME1BM1",-7.0396
0.53,01/09/1975,-4.26,"ME1BM1",-5.3367
0.56,01/10/1975,5.31,"ME1BM1",1.501
0.41,01/11/1975,2.64,"ME1BM1",0.0907
0.48,01/12/1975,-1.6,"ME1BM1",-0.9134
0.47,01/01/1976,12.16,"ME1BM1",15.866
0.34,01/02/1976,0.32,"ME1BM1",9.8363
0.4,01/03/1976,2.32,"ME1BM1",3.5633
0.42,01/04/1976,-1.49,"ME1BM1",-1.4484
0.37,01/05/1976,-1.34,"ME1BM1",-1.8226
0.43,01/06/1976,4.05,"ME1BM1",4.1824
0.47,01/07/1976,-1.07,"ME1BM1",-1.1215
0.42,01/08/1976,-0.56,"ME1BM1",-4.3283
0.44,01/09/1976,2.07,"ME1BM1",2.2166
0.41,01/10/1976,-2.42,"ME1BM1",-2.7953
0.4,01/11/1976,0.36,"ME1BM1",5.7176
0.4,01/12/1976,5.65,"ME1BM1",10.8366
0.36,01/01/1977,-4.05,"ME1BM1",2.8441
0.35,01/02/1977,-1.94,"ME1BM1",-0.4796
0.38,01/03/1977,-1.37,"ME1BM1",0.072
0.38,01/04/1977,0.15,"ME1BM1",1.2529
0.37,01/05/1977,-1.45,"ME1BM1",-1.77
0.4,01/06/1977,4.71,"ME1BM1",5.8033
0.42,01/07/1977,-1.69,"ME1BM1",1.1746
0.44,01/08/1977,-1.75,"ME1BM1",1.0246
0.43,01/09/1977,-0.27,"ME1BM1",2.3053
0.49,01/10/1977,-4.38,"ME1BM1",-4.5728
0.5,01/11/1977,4,"ME1BM1",9.5089
0.49,01/12/1977,0.27,"ME1BM1",4.7944
0.49,01/01/1978,-6.01,"ME1BM1",-1.1776
0.46,01/02/1978,-1.38,"ME1BM1",3.2715
0.53,01/03/1978,2.85,"ME1BM1",8.3186
0.54,01/04/1978,7.88,"ME1BM1",10.2561
0.51,01/05/1978,1.76,"ME1BM1",8.4504
0.54,01/06/1978,-1.69,"ME1BM1",0.7769
0.56,01/07/1978,5.11,"ME1BM1",6.6969
0.56,01/08/1978,3.75,"ME1BM1",9.8119
0.62,01/09/1978,-1.43,"ME1BM1",-0.9752
0.68,01/10/1978,-11.91,"ME1BM1",-26.7095
0.7,01/11/1978,2.71,"ME1BM1",8.6922
0.78,01/12/1978,0.88,"ME1BM1",3.5321
0.77,01/01/1979,4.23,"ME1BM1",9.9175
0.73,01/02/1979,-3.56,"ME1BM1",-2.9123
0.81,01/03/1979,5.68,"ME1BM1",12.0233
0.8,01/04/1979,-0.06,"ME1BM1",3.1569
0.82,01/05/1979,-2.21,"ME1BM1",-2.7947
0.81,01/06/1979,3.85,"ME1BM1",6.0153
0.77,01/07/1979,0.82,"ME1BM1",2.2769
0.77,01/08/1979,5.53,"ME1BM1",8.9331
0.83,01/09/1979,-0.82,"ME1BM1",-0.1091
0.87,01/10/1979,-8.1,"ME1BM1",-11.0393
0.99,01/11/1979,5.21,"ME1BM1",11.0358
0.95,01/12/1979,1.79,"ME1BM1",11.4182
0.8,01/01/1980,5.51,"ME1BM1",12.914
0.89,01/02/1980,-1.22,"ME1BM1",0.5636
1.21,01/03/1980,-12.9,"ME1BM1",-22.1052
1.26,01/04/1980,3.97,"ME1BM1",6.2779
0.81,01/05/1980,5.26,"ME1BM1",7.0656
0.61,01/06/1980,3.06,"ME1BM1",4.9619
0.53,01/07/1980,6.49,"ME1BM1",12.21
0.64,01/08/1980,1.8,"ME1BM1",11.4511
0.75,01/09/1980,2.19,"ME1BM1",6.6022
0.95,01/10/1980,1.06,"ME1BM1",7.6275
0.96,01/11/1980,9.59,"ME1BM1",16.1933
1.31,01/12/1980,-4.52,"ME1BM1",-6.3233
1.04,01/01/1981,-5.04,"ME1BM1",-4.5279
1.07,01/02/1981,0.57,"ME1BM1",-3.341
1.21,01/03/1981,3.56,"ME1BM1",7.3032
1.08,01/04/1981,-2.11,"ME1BM1",3.0515
1.15,01/05/1981,0.11,"ME1BM1",5.0035
1.35,01/06/1981,-2.36,"ME1BM1",-7.1436
1.24,01/07/1981,-1.54,"ME1BM1",-4.4745
1.28,01/08/1981,-7.04,"ME1BM1",-12.7892
1.24,01/09/1981,-7.17,"ME1BM1",-13.5186
1.21,01/10/1981,4.92,"ME1BM1",10.4302
1.07,01/11/1981,3.36,"ME1BM1",-1.237
0.87,01/12/1981,-3.65,"ME1BM1",-4.0802
0.8,01/01/1982,-3.24,"ME1BM1",-3.0767
0.92,01/02/1982,-5.86,"ME1BM1",-7.8849
0.98,01/03/1982,-1.87,"ME1BM1",-1.9479
1.13,01/04/1982,3.27,"ME1BM1",6.4859
1.06,01/05/1982,-3.99,"ME1BM1",-3.1597
0.96,01/06/1982,-3.09,"ME1BM1",-4.4371
1.05,01/07/1982,-3.19,"ME1BM1",-3.8191
0.76,01/08/1982,11.14,"ME1BM1",4.8871
0.51,01/09/1982,1.29,"ME1BM1",2.2221
0.59,01/10/1982,11.3,"ME1BM1",17.6996
0.63,01/11/1982,4.67,"ME1BM1",9.0407
0.67,01/12/1982,0.55,"ME1BM1",2.5593
0.69,01/01/1983,3.6,"ME1BM1",13.551
0.62,01/02/1983,2.59,"ME1BM1",3.1848
0.63,01/03/1983,2.82,"ME1BM1",2.7898
0.71,01/04/1983,6.67,"ME1BM1",7.3583
0.69,01/05/1983,0.52,"ME1BM1",11.9633
0.67,01/06/1983,3.07,"ME1BM1",4.1302
0.74,01/07/1983,-4.07,"ME1BM1",-6.1163
0.76,01/08/1983,-0.5,"ME1BM1",-6.0336
0.76,01/09/1983,0.91,"ME1BM1",-3.0956
0.76,01/10/1983,-3.44,"ME1BM1",-10.5029
0.7,01/11/1983,2.16,"ME1BM1",3.6458
0.73,01/12/1983,-1.78,"ME1BM1",-5.1998
0.76,01/01/1984,-1.92,"ME1BM1",-2.0116
0.71,01/02/1984,-4.82,"ME1BM1",-7.5021
0.73,01/03/1984,0.63,"ME1BM1",-1.0898
0.81,01/04/1984,-0.51,"ME1BM1",-4.0571
0.78,01/05/1984,-5.97,"ME1BM1",-6.1856
0.75,01/06/1984,1.82,"ME1BM1",1.0685
0.82,01/07/1984,-2.74,"ME1BM1",-7.2186
0.83,01/08/1984,10.28,"ME1BM1",11.5226
0.86,01/09/1984,-0.8,"ME1BM1",-2.609
1,01/10/1984,-0.84,"ME1BM1",-3.8226
0.73,01/11/1984,-1.76,"ME1BM1",-5.7831
0.64,01/12/1984,1.84,"ME1BM1",0.5854
0.65,01/01/1985,7.99,"ME1BM1",16.0884
0.58,01/02/1985,1.22,"ME1BM1",3.6669
0.62,01/03/1985,-0.84,"ME1BM1",-2.6289
0.72,01/04/1985,-0.96,"ME1BM1",-2.216
0.66,01/05/1985,5.09,"ME1BM1",2.5198
0.55,01/06/1985,1.27,"ME1BM1",0.5881
0.62,01/07/1985,-0.74,"ME1BM1",2.4006
0.55,01/08/1985,-1.02,"ME1BM1",-1.5995
0.6,01/09/1985,-4.54,"ME1BM1",-8.055
0.65,01/10/1985,4.02,"ME1BM1",0.6764
0.61,01/11/1985,6.48,"ME1BM1",5.4692
0.65,01/12/1985,3.88,"ME1BM1",3.6709
0.56,01/01/1986,0.65,"ME1BM1",3.8768
0.53,01/02/1986,7.13,"ME1BM1",5.9
0.6,01/03/1986,4.88,"ME1BM1",4.7556
0.52,01/04/1986,-1.31,"ME1BM1",2.6278
0.49,01/05/1986,4.62,"ME1BM1",4.1675
0.52,01/06/1986,1.03,"ME1BM1",0.1795
0.52,01/07/1986,-6.45,"ME1BM1",-10.1357
0.46,01/08/1986,6.07,"ME1BM1",0.3255
0.45,01/09/1986,-8.6,"ME1BM1",-7.9559
0.46,01/10/1986,4.66,"ME1BM1",1.986
0.39,01/11/1986,1.17,"ME1BM1",-2.2136
0.49,01/12/1986,-3.27,"ME1BM1",-5.5632
0.42,01/01/1987,12.47,"ME1BM1",10.9764
0.43,01/02/1987,4.39,"ME1BM1",10.7381
0.47,01/03/1987,1.64,"ME1BM1",2.2347
0.44,01/04/1987,-2.11,"ME1BM1",-2.2329
0.38,01/05/1987,0.11,"ME1BM1",-0.1736
0.48,01/06/1987,3.94,"ME1BM1",-0.3311
0.46,01/07/1987,3.85,"ME1BM1",1.8083
0.47,01/08/1987,3.52,"ME1BM1",0.6964
0.45,01/09/1987,-2.59,"ME1BM1",-2.7606
0.6,01/10/1987,-23.24,"ME1BM1",-34.2172
0.35,01/11/1987,-7.77,"ME1BM1",-8.4946
0.39,01/12/1987,6.81,"ME1BM1",2.8805
0.29,01/01/1988,4.21,"ME1BM1",5.7595
0.46,01/02/1988,4.75,"ME1BM1",6.0026
0.44,01/03/1988,-2.27,"ME1BM1",4.1689
0.46,01/04/1988,0.56,"ME1BM1",1.0204
0.51,01/05/1988,-0.29,"ME1BM1",-3.5798
0.49,01/06/1988,4.79,"ME1BM1",6.5281
0.51,01/07/1988,-1.25,"ME1BM1",-0.9046
0.59,01/08/1988,-3.31,"ME1BM1",-4.1383
0.62,01/09/1988,3.3,"ME1BM1",1.2628
0.61,01/10/1988,1.15,"ME1BM1",-2.843
0.57,01/11/1988,-2.29,"ME1BM1",-4.8817
0.63,01/12/1988,1.49,"ME1BM1",1.7949
0.55,01/01/1989,6.1,"ME1BM1",5.3419
0.61,01/02/1989,-2.25,"ME1BM1",-1.1164
0.67,01/03/1989,1.57,"ME1BM1",1.3843
0.67,01/04/1989,4.33,"ME1BM1",3.0357
0.79,01/05/1989,3.35,"ME1BM1",3.0505
0.71,01/06/1989,-1.35,"ME1BM1",-3.057
0.7,01/07/1989,7.2,"ME1BM1",2.7637
0.74,01/08/1989,1.44,"ME1BM1",2.1716
0.65,01/09/1989,-0.76,"ME1BM1",1.2381
0.68,01/10/1989,-3.67,"ME1BM1",-5.1415
0.69,01/11/1989,1.03,"ME1BM1",-0.7073
0.61,01/12/1989,1.16,"ME1BM1",-0.7791
0.57,01/01/1990,-7.85,"ME1BM1",-8.2885
0.57,01/02/1990,1.11,"ME1BM1",2.0153
0.64,01/03/1990,1.83,"ME1BM1",4.4161
0.69,01/04/1990,-3.36,"ME1BM1",-2.545
0.68,01/05/1990,8.42,"ME1BM1",8.07
0.63,01/06/1990,-1.09,"ME1BM1",1.1288
0.68,01/07/1990,-1.9,"ME1BM1",-4.6508
0.66,01/08/1990,-10.15,"ME1BM1",-16.622
0.6,01/09/1990,-6.12,"ME1BM1",-10.6032
0.68,01/10/1990,-1.92,"ME1BM1",-6.4065
0.57,01/11/1990,6.35,"ME1BM1",3.6555
0.6,01/12/1990,2.46,"ME1BM1",0.2449
0.52,01/01/1991,4.69,"ME1BM1",7.8223
0.48,01/02/1991,7.19,"ME1BM1",14.2041
0.44,01/03/1991,2.65,"ME1BM1",10.298
0.53,01/04/1991,-0.28,"ME1BM1",1.1185
0.47,01/05/1991,3.65,"ME1BM1",2.3467
0.42,01/06/1991,-4.94,"ME1BM1",-7.1725
0.49,01/07/1991,4.24,"ME1BM1",2.5664
0.46,01/08/1991,2.32,"ME1BM1",3.8425
0.46,01/09/1991,-1.59,"ME1BM1",4.2845
0.42,01/10/1991,1.29,"ME1BM1",7.082
0.39,01/11/1991,-4.19,"ME1BM1",-1.7851
0.38,01/12/1991,10.84,"ME1BM1",6.271
0.34,01/01/1992,-0.59,"ME1BM1",14.5054
0.28,01/02/1992,1.09,"ME1BM1",-0.0753
0.34,01/03/1992,-2.66,"ME1BM1",-6.6959
0.32,01/04/1992,1.07,"ME1BM1",-10.1339
0.28,01/05/1992,0.3,"ME1BM1",-1.5279
0.32,01/06/1992,-2.34,"ME1BM1",-9.1866
0.31,01/07/1992,3.77,"ME1BM1",0.9063
0.26,01/08/1992,-2.38,"ME1BM1",-4.664
0.26,01/09/1992,1.19,"ME1BM1",0.3338
0.23,01/10/1992,1.02,"ME1BM1",2.6245
0.23,01/11/1992,4.13,"ME1BM1",10.5014
0.28,01/12/1992,1.53,"ME1BM1",1.4491
0.23,01/01/1993,0.93,"ME1BM1",2.6439
0.22,01/02/1993,0.12,"ME1BM1",-7.5587
0.25,01/03/1993,2.3,"ME1BM1",0.5687
0.24,01/04/1993,-3.05,"ME1BM1",-3.9732
0.22,01/05/1993,2.89,"ME1BM1",5.5207
0.25,01/06/1993,0.31,"ME1BM1",-1.7424
0.24,01/07/1993,-0.34,"ME1BM1",-1.6026
0.25,01/08/1993,3.71,"ME1BM1",3.9014
0.26,01/09/1993,-0.12,"ME1BM1",2.3667
0.22,01/10/1993,1.41,"ME1BM1",5.0726
0.25,01/11/1993,-1.89,"ME1BM1",-3.8907
0.23,01/12/1993,1.65,"ME1BM1",0.6621
0.25,01/01/1994,2.87,"ME1BM1",2.5523
0.21,01/02/1994,-2.55,"ME1BM1",-3.2078
0.27,01/03/1994,-4.78,"ME1BM1",-7.4664
0.27,01/04/1994,0.68,"ME1BM1",-3.7442
0.31,01/05/1994,0.58,"ME1BM1",-2.2866
0.31,01/06/1994,-3.03,"ME1BM1",-6.7204
0.28,01/07/1994,2.82,"ME1BM1",0.4373
0.37,01/08/1994,4.01,"ME1BM1",3.5571
0.37,01/09/1994,-2.31,"ME1BM1",1.0487
0.38,01/10/1994,1.34,"ME1BM1",-0.9916
0.37,01/11/1994,-4.04,"ME1BM1",-4.4062
0.44,01/12/1994,0.86,"ME1BM1",-3.1264
0.42,01/01/1995,1.8,"ME1BM1",1.723
0.4,01/02/1995,3.63,"ME1BM1",2.2432
0.46,01/03/1995,2.19,"ME1BM1",0.8446
0.44,01/04/1995,2.11,"ME1BM1",1.71
0.54,01/05/1995,2.9,"ME1BM1",1.7056
0.47,01/06/1995,2.72,"ME1BM1",7.7525
0.45,01/07/1995,3.72,"ME1BM1",7.0213
0.47,01/08/1995,0.55,"ME1BM1",4.1886
0.43,01/09/1995,3.35,"ME1BM1",3.2668
0.47,01/10/1995,-1.52,"ME1BM1",-6.1033
0.42,01/11/1995,3.96,"ME1BM1",1.863
0.49,01/12/1995,1.03,"ME1BM1",2.3228
0.43,01/01/1996,2.26,"ME1BM1",2.0369
0.39,01/02/1996,1.33,"ME1BM1",3.4332
0.39,01/03/1996,0.73,"ME1BM1",2.8671
0.46,01/04/1996,2.06,"ME1BM1",8.6217
0.42,01/05/1996,2.36,"ME1BM1",8.0674
0.4,01/06/1996,-1.14,"ME1BM1",-7.4996
0.45,01/07/1996,-5.97,"ME1BM1",-14.5837
0.41,01/08/1996,2.77,"ME1BM1",4.6529
0.44,01/09/1996,5.01,"ME1BM1",2.7358
0.42,01/10/1996,0.86,"ME1BM1",-5.6455
0.41,01/11/1996,6.25,"ME1BM1",-0.7465
0.46,01/12/1996,-1.7,"ME1BM1",-0.8752
0.45,01/01/1997,4.98,"ME1BM1",6.2098
0.39,01/02/1997,-0.49,"ME1BM1",-5.8903
0.43,01/03/1997,-5.02,"ME1BM1",-9.6379
0.43,01/04/1997,4.04,"ME1BM1",-5.2131
0.49,01/05/1997,6.74,"ME1BM1",12.2159
0.37,01/06/1997,4.1,"ME1BM1",3.9744
0.43,01/07/1997,7.33,"ME1BM1",3.8537
0.41,01/08/1997,-4.15,"ME1BM1",5.7778
0.44,01/09/1997,5.35,"ME1BM1",10.4525
0.42,01/10/1997,-3.8,"ME1BM1",-5.6107
0.39,01/11/1997,2.98,"ME1BM1",-3.4571
0.48,01/12/1997,1.32,"ME1BM1",-6.04
0.43,01/01/1998,0.15,"ME1BM1",0.2323
0.39,01/02/1998,7.04,"ME1BM1",6.0505
0.39,01/03/1998,4.76,"ME1BM1",5.1846
0.43,01/04/1998,0.73,"ME1BM1",2.2285
0.4,01/05/1998,-3.07,"ME1BM1",-6.2457
0.41,01/06/1998,3.18,"ME1BM1",-0.5023
0.4,01/07/1998,-2.46,"ME1BM1",-7.6157
0.43,01/08/1998,-16.08,"ME1BM1",-27.4056
0.46,01/09/1998,6.15,"ME1BM1",6.4881
0.32,01/10/1998,7.13,"ME1BM1",3.4138
0.31,01/11/1998,6.1,"ME1BM1",9.9985
0.38,01/12/1998,6.16,"ME1BM1",4.3312
0.35,01/01/1999,3.5,"ME1BM1",8.1338
0.35,01/02/1999,-4.08,"ME1BM1",-7.6269
0.43,01/03/1999,3.45,"ME1BM1",-3.2062
0.37,01/04/1999,4.33,"ME1BM1",7.7638
0.34,01/05/1999,-2.46,"ME1BM1",1.8255
0.4,01/06/1999,4.77,"ME1BM1",6.5545
0.38,01/07/1999,-3.49,"ME1BM1",0.8099
0.39,01/08/1999,-1.38,"ME1BM1",-3.2942
0.39,01/09/1999,-2.79,"ME1BM1",1.8754
0.39,01/10/1999,6.12,"ME1BM1",-0.2769
0.36,01/11/1999,3.37,"ME1BM1",19.9256
0.44,01/12/1999,7.72,"ME1BM1",24.8281
0.41,01/01/2000,-4.74,"ME1BM1",9.9538
0.43,01/02/2000,2.45,"ME1BM1",38.9449
0.47,01/03/2000,5.2,"ME1BM1",-13.3767
0.46,01/04/2000,-6.4,"ME1BM1",-23.5996
0.5,01/05/2000,-4.42,"ME1BM1",-13.9811
0.4,01/06/2000,4.64,"ME1BM1",29.9385
0.48,01/07/2000,-2.51,"ME1BM1",-8.6627
0.5,01/08/2000,7.03,"ME1BM1",9.2335
0.51,01/09/2000,-5.45,"ME1BM1",-10.323
0.56,01/10/2000,-2.76,"ME1BM1",-11.9786
0.51,01/11/2000,-10.72,"ME1BM1",-20.8887
0.5,01/12/2000,1.19,"ME1BM1",-9.6928
0.54,01/01/2001,3.13,"ME1BM1",27.0094
0.38,01/02/2001,-10.05,"ME1BM1",-13.7064
0.42,01/03/2001,-7.26,"ME1BM1",-12.2335
0.39,01/04/2001,7.94,"ME1BM1",8.9175
0.32,01/05/2001,0.72,"ME1BM1",12.952
0.28,01/06/2001,-1.94,"ME1BM1",2.3952
0.3,01/07/2001,-2.13,"ME1BM1",-9.3461
0.31,01/08/2001,-6.46,"ME1BM1",-8.2687
0.28,01/09/2001,-9.25,"ME1BM1",-15.9488
0.22,01/10/2001,2.46,"ME1BM1",9.0966
0.17,01/11/2001,7.54,"ME1BM1",7.1066
0.15,01/12/2001,1.61,"ME1BM1",12.5069
0.14,01/01/2002,-1.44,"ME1BM1",-7.9709
0.13,01/02/2002,-2.29,"ME1BM1",-10.3069
0.13,01/03/2002,4.24,"ME1BM1",5.902
0.15,01/04/2002,-5.2,"ME1BM1",-9.4796
0.14,01/05/2002,-1.38,"ME1BM1",-7.2214
0.13,01/06/2002,-7.21,"ME1BM1",-9.1292
0.15,01/07/2002,-8.18,"ME1BM1",-19.3575
0.14,01/08/2002,0.5,"ME1BM1",0.7868
0.14,01/09/2002,-10.35,"ME1BM1",-10.9339
0.14,01/10/2002,7.84,"ME1BM1",5.749
0.12,01/11/2002,5.96,"ME1BM1",17.8994
0.11,01/12/2002,-5.76,"ME1BM1",-10.0242
0.1,01/01/2003,-2.57,"ME1BM1",-0.2981
0.09,01/02/2003,-1.88,"ME1BM1",-6.4579
0.1,01/03/2003,1.09,"ME1BM1",1.8575
0.1,01/04/2003,8.22,"ME1BM1",12.359
0.09,01/05/2003,6.05,"ME1BM1",20.5518
0.1,01/06/2003,1.42,"ME1BM1",6.5423
0.07,01/07/2003,2.35,"ME1BM1",8.9956
0.07,01/08/2003,2.34,"ME1BM1",4.5161
0.08,01/09/2003,-1.24,"ME1BM1",3.3198
0.07,01/10/2003,6.08,"ME1BM1",5.9166
0.07,01/11/2003,1.35,"ME1BM1",2.6671
0.08,01/12/2003,4.29,"ME1BM1",0.3151
0.07,01/01/2004,2.15,"ME1BM1",5.9319
0.06,01/02/2004,1.4,"ME1BM1",0.5364
0.09,01/03/2004,-1.32,"ME1BM1",-1.5455
0.08,01/04/2004,-1.83,"ME1BM1",-4.1772
0.06,01/05/2004,1.17,"ME1BM1",-2.0683
0.08,01/06/2004,1.86,"ME1BM1",1.2565
0.1,01/07/2004,-4.06,"ME1BM1",-12.7666
0.11,01/08/2004,0.08,"ME1BM1",-1.5872
0.11,01/09/2004,1.6,"ME1BM1",4.7232
0.11,01/10/2004,1.43,"ME1BM1",1.1138
0.15,01/11/2004,4.54,"ME1BM1",10.7335
0.16,01/12/2004,3.43,"ME1BM1",5.3917
0.16,01/01/2005,-2.76,"ME1BM1",-6.4052
0.16,01/02/2005,1.89,"ME1BM1",-0.9501
0.21,01/03/2005,-1.97,"ME1BM1",-5.7221
0.21,01/04/2005,-2.61,"ME1BM1",-5.463
0.24,01/05/2005,3.65,"ME1BM1",6.7454
0.23,01/06/2005,0.57,"ME1BM1",3.6993
0.24,01/07/2005,3.92,"ME1BM1",7.8916
0.3,01/08/2005,-1.22,"ME1BM1",-2.3961
0.29,01/09/2005,0.49,"ME1BM1",1.1636
0.27,01/10/2005,-2.02,"ME1BM1",-3.8949
0.31,01/11/2005,3.61,"ME1BM1",4.8392
0.32,01/12/2005,-0.25,"ME1BM1",-0.495
0.35,01/01/2006,3.04,"ME1BM1",11.4767
0.34,01/02/2006,-0.3,"ME1BM1",-0.3432
0.37,01/03/2006,1.46,"ME1BM1",4.0731
0.36,01/04/2006,0.73,"ME1BM1",-1.1519
0.43,01/05/2006,-3.57,"ME1BM1",-9.3232
0.4,01/06/2006,-0.35,"ME1BM1",-0.8939
0.4,01/07/2006,-0.78,"ME1BM1",-5.7617
0.42,01/08/2006,2.03,"ME1BM1",3.3871
0.41,01/09/2006,1.84,"ME1BM1",-0.2748
0.41,01/10/2006,3.23,"ME1BM1",7.0618
0.42,01/11/2006,1.71,"ME1BM1",1.1595
0.4,01/12/2006,0.87,"ME1BM1",0.2778
0.44,01/01/2007,1.4,"ME1BM1",1.4114
0.38,01/02/2007,-1.96,"ME1BM1",-0.7787
0.43,01/03/2007,0.68,"ME1BM1",0.5575
0.44,01/04/2007,3.49,"ME1BM1",3.2963
0.41,01/05/2007,3.24,"ME1BM1",2.1283
0.4,01/06/2007,-1.96,"ME1BM1",0.3633
0.4,01/07/2007,-3.73,"ME1BM1",-5.5975
